title,text,rating,sentiment,review_year
I failed to find surprising insights,"The book's first half is a basic introduction to AI where the authors repeat the well-known examples of the AI’s success story (for example, deep mind reduced Google’s expenses on air-conditioning by 40%). The second half includes discussions regarding possible scenarios about the influence of AI.  Since the authors are three VIPs, I expected to find many surprising insights. Unfortunately, I failed to find any.<br /><br />The book also suffers from some minor mistakes. For example, in the first part, the authors claim that Descartes's famous statement “I think; therefore I am” was meant to point out the importance of thinking to our lives. Not so. The statement attempted to deduce existence by using thinking (like the deduction in mathematics). Another example: the author claim that machine learning algorithms do not explain their prediction. This is true for most algorithms, but there are some exceptions: each prediction is fully explained when issuing predictions on the basis of association rules (if-then rules).",3.0,0,2021
This clears a few things up,"This is the 9th Maggie Newberry cozy mystery.  There is a very strong overall story arc to this series, so much so that this book will be almost incomprehensible unless at least most of the earlier books have been read.<br /><br />The small village where Maggie and Laurent live is tiny, only a couple of hundred people live in and around St Buvard so it is very important that everyone get along.  Unfortunately the long time residents have a difficult time adjusting to the few Americans there, particularly to one - Maggie Newberry.  Lately though another American family has arrived that just might make Maggie seem better by comparison.  A chef and restauranteur, her husband and daughter have purchased the long closed bakery, done extensive renovations to open it into a bistro...directly across the street from the town's only restaurant.  As if this is not enough the woman is quite rude, not just to the villagers but also rude to her own family causing scenes in public.  This state of affairs, coupled with Maggie's own latest faux pas, has set the town on edge.  When a murder occurs the whole town is in an uproar and yet there is still more trouble to follow.<br /><br />This is a charming series, but one that has been plagued with careless writing and sloppy editing causing numerous errors in continuity and character development.  In this installment though, some of the apparent inconsistencies have been addressed and, for the most part, the characters are behaving at least a bit, more logically.  I hope this trend continues.",4.0,1,2021
Idiotic,"As I slogged through this ridiculous book I read a parallel book “this is all I got” a young woman’s struggle up from homelessness. She worked; for a degree, for a job and a place to call her own. Through merit, she made a life she wanted. Not everyone expects to be supported and to be given everything. Everyday accomplishments, whether it’s getting out of bed or making a hundred bucks, are necessary for a persons well being.",1.0,0,2021
A wonderful book.  Buy it.  Read it.  Pass it along.,"For those of you who read, I just finished a book that I highly recommend for readers from 10 to 100 years old.<br />  West with Giraffes by Lynda Rutledge is a novel that uses fiction to bring to life a factual nugget of history that takes place as the 1929 Crash begins to recover but many are dealing with the dust bowl that devastated Oklahoma and the panhandle of Texas.<br />  As a parent, read it first to decide if your child is mature enough to handle some of the situations.  There are some borderline cursing and violence,  but the journey of two rescued giraffes from New York City cross-country on a jerry-rigged truck on substandard roads to get to the San Diego Zoo.<br />  This is one of the best books I've read in a long time.  Lynda Rutledge is an excellent story-teller.",5.0,1,2021
Unsolved Murder on The Outer Banks of NC,"In the summer of 1967, Brenda Joyce Holland,  a young woman working with costumes at the famous outdoor symphonic drama, ""The Lost Colony,"" was murdered just shy of her 20th birthday. The news shocked the small idyllic town of Manteo.  Although I have been following ""The Lost Colony"" since the 1980s and have lived in nearby Nags Head since 2000,  I had heard almost nothing about this tragedy.<br /><br />Journalist John Railey has done an exhaustive review of all the interviews, newspaper clippings, suspects, potential witnesses or accomplices, and local chatter to write ""The Lost Colony Murder on the Outer Banks: Seeking Justice for Brenda Joyce Holland.""  Although I didn't move to this area until 33 years after the event, I was well acquainted with the names of many of the people who were interviewed and/or their relatives. My familiarity with the setting and the play made the book personal for me. I think anyone who has vacationed here or has seen the play will feel that connection.<br /><br />There are no spoilers when reviewing true crime books, but I will say that although no one was ever arrested,  Railey puts together a plausible theory regarding the guilty party.",5.0,1,2021
Weirdly Laid Out...,"I heard the author on one of my True Crime Podcasts, ""True Murder"" I think, talking about his book. Nothing I like better than a good serial killer book. I've read many. So I quickly ordered the book from my local library.<br />Sadly, I was greatly disappointed in the book. The layout being awkward & hard to read, set year by year, instead of killer by killer. I found myself flipping back to see, ""who is this guy again? Oh yeah..."" & then flipping back to continue reading.<br />Example: Jeffrey Dahmer starts on page 193 with a page & a half about his early years in the 60's. Then we go onto another dozen killers, till Jeff shows back up again in 1978 on page 254 for two & a half pages. Then onto more killers till page 341, when Jeff shows up again in 1987, for 36 pages. This time he details his crimes & how people taste during his courtroom trials.<br />I'd much rather have had a full chapter about each killer, neatly put together, than to read a bit about them, then not hear from them again for 100 pages & seven other killers later.<br />I read it, but I didn't enjoy it too much, it was WAY too disjointed.",2.0,0,2021
"Oversimplifications galore, but a good checklist of habit formation techniques","Despite some obvious oversimplification and somewhat fundamentally flawed analogies, McKeown provides a good checklist of behaviors or habits that may reduce chances of a burn-out while pursuing one's goals.  As with earlier work, the cartoonish representations of ideas sometimes fall flat and silly, but the ideas are worth exploring.<br /><br />In three sections, ideas on intent, execution and habit formation are presented. The pithy discussions draw from various disciplines but superficial; a more curious reader could use some key terms from behavioral psychology to hunt for a nuanced and detailed understanding.  The narrative tone is mostly conversational and cheerleading..  Perhaps, the best part of the book is the well curated and presented summary and actionable ideas presented in each of the three parts; and in a combined manner towards the end of the book.  Starting from that summary tables may be the best way to read the book.<br /><br />Overall, a good source of ideas.  3.5*<br />(Review based on ARC from NetGalley)",3.0,0,2021
Not for me,Don’t like explicit sexual scenes with teenagers. Just kind of eww. Storyline had potential but totally fell flat. Not interesting. No dialogue. I ready about 10%. Skimmed the rest. Didn’t miss anything.,1.0,0,2021
"Definitely ""Historical"" Plus ""Fiction""","Tracey Enerson Wood combines the best of fact and fiction in her novel, ""The Engineer's Wife.""  It is the astounding story of the woman behind the completion of the Brooklyn Bridge, an engineering marvel of its time.  Emily Warren Roebling was the wife of Washington Roebling, who vowed to complete the project after his father, John Roebling, who designed the bridge, died of tetanus following a ferry accident.  Washington himself becomes disabled after suffering from ""caisson"" disease, which I have always heard referred to as ""the bends,"" which he acquired from his frequent visits to (and too rapid exits from) a compressed air chamber deep below the waters of the East River in New York. Emily helps Washington fulfill his promise by becoming a courier of his instructions from their home to the worksite.  Woods's portrayal of the inequalities for women in the workplace and even fashion are quite rich.  Emily is the subject of much derision for venturing into a ""man's world.""  Indeed, Emily might have been quite the suffragette  if not for the fact that acting as her husband's proxy took all of her time.<br /><br />All historical fiction books throw in made-up characters, but Woods really pushes the limits by inventing a romance between Emily and P.T. Barnum, the famous circus showman,  who actually worked in Brooklyn at the same time, but of whom there is no evidence at all of a relationship with Emily.  Having said that, those portions were some of my favorite parts of the book, particularly because I am so unversed in the logistics of engineering.  Woods did her best to ""dumb it down"" for novices like me, but I still found myself at a loss for understanding exactly how the foundations for suspension bridges are built underwater.<br /><br />Woods brings the post Civil War time period to life by weaving in the politics, corruptions, scandals, social mores, and the complicated familial relationships of Emily and Washington.  An interesting read!",4.0,1,2021
Darkness  Revealed,"I remember when I was a teenager, how men was attracted to me.  I hated the way that they looked at me. It always made me feel so uncomfortable. As I have gotten older and heard a sermon on how the Jezebel Spirit works. I now realize that it was a spirit of darkness that was trying to take control of me.  I thank the Lord Jesus Christ for saving me from that spirit of confusion, controlling, intimidation, and manipulation. This book gave me a greater understanding of how the Jezebel Spirit operates. I have prayer the Decrees over my family, this spirit of darkness will not destroy my generation. Gloria Johnson",5.0,1,2021
Dishing Up Murder,This is a box set that features the first in series for seven authors.  These are all enjoyable stories and a great way to find a new author to read.  These are all culinary themed cozies.  I enjoyed all of these!,5.0,1,2021
"Aether Book 3:  Nothing happens, boring, repeat of book 2","I may need to give up reading Daniel.  Book 2 was annoying but this one was worst!  The ""dearest one"" ""My Heart"" was too much.  All they do (in no particular order) is Eat (and food boringly described - even the cook gets a big role to play), Study/Meditate/Train, Sex/Build a Harem, Bathe, Repeat over and over and over.  Pages at a time had Nothing To Add to the Story!  I have no idea where this series is even going.  I started to wonder if the whole plot was moving towards him having Women Warriors/Healers all around him and it is the women who guard ""the returned god"".  Male characters have not been included in the clan.  Maybe later.  Who knows? Do I care?  This was so boring and completely repetitive - repeat of book 2 with minor tweaks.  So why did I finish it?  Will I even bother reading more of Daniel's books?  Where are these high reviews coming from when Nothing Happens? Daniel lists many names of readers at the end of his books.  Maybe people like seeing their names in print and give a 5 star review.  I liked Book 1; Liked book 1 of the Luck series too; and read the other series he wrote - which I can't think of right now.  So maybe I read Daniel's books because I do find things to like, but I'm getting close to giving him up OR only reading his Book 1s.  More story/plot, less eating and harem building, and silly blushes.",2.0,0,2021
TRIGGER WARNING!!!!!!,"THE “AUTHOR” GAVE ABSOLUTELY NO WARNING THAT THERE WAS RAPE IN THIS BOOK!!!!!  WHEN A PERSON IS DRUGGED THEY ARE NO LONGER CAPABLE OF CONSENTING TO ANY FORM OF SEXUAL ACT. NOT EVERYONE MIGHT RECOGNIZE THIS. REBECCA ETHINGTON, I WAS 15 WHEN I WAS DRUGGED, AND RAPED, I’M 32 NOW. IT’S ONLY WHEN I GET TRIGGERED BY SOMETHING LIKE THIS THAT WILL BRING BACK FLASHBACKS AND DARK THOUGHTS. THERE ARE MANY BOOKS THAT I HAVE DECIDED AGAINST, BECAUSE THE AUTHOR WAS CONSIDERATE ENOUGH TO GIVE “TRIGGER WARNINGS”. SO, TO THOSE WHO MIGHT HAVE A SIMILAR PAST TO ME, PLEASE BE WARNED OF “POSSIBLE TRIGGERS”, OR TO THOSE WHO SIMPLY DON’T WANT TO READ SUCH A THING, SAME WARNING.",1.0,0,2021
An Excellent Book,Another book to feed my obsession with Tudor history!  This one made me feel like I was on a walking tour with the authors.  The photographs and sketches were beautiful!,5.0,1,2021
An exceptionally well written time travel book!,"I’m a huge fan of Tracy Higley, having read all of her books in the 7 Wonders of the World series.  When I found out that her new series was about time travel, my curiosity piqued as I’m a fan of time travel movies and TV shows.<br /><br />Within the first few pages of A Time to Seek, I was hooked.  The protagonist, Sahara Aldridge, is an English woman around the age of 30 who is an Egyptologist.  Her passion for digging into the sands of time in Egypt in the early 1920s was left to her from her deceased parents, also Egyptologists.  Clues begin surfacing from Eve, a long-time friend, that cause Sahara to wonder about her parents (who never returned home after a trip to Italy 15 years earlier).  What really happened to them?  At the same time an American reporter, Jack Moretti, enters into her life asking to do a piece on her, take photos of the dig, etc.  But Sarah feels there is more to his request.  Can she trust him?  What are his motives?<br /><br />With this backdrop, Tracy entwines the reader’s mind with twists and turns as you read about Sahara’s quest to find out the truth about her parents and Jack.  Of course, since the book is about time traveling, the reader is zapped back in history to meet interesting heads of state in Ancient Egypt, all the while Sahara is doing her best to gather information, survive and return to her modern day.  Since this is book 1 of 3, I was left with no answers to the big questions and pining for more of the story.<br /><br />A Time To Seek made me feel I was in Egypt.  Tracy captures the sights, sounds and smells of Egypt of the 1920s and ancient past.  Oh, to be a fly on the wall and time travel back to see the Pharoahs of old (and hope to not be swatted before returning to modern day).<br /><br />I struggled to put the book down at night so I could get enough sleep for the next day.  It’s just THAT good!  I highly recommend this book.  I am very anxious for the next book in this series .",5.0,1,2021
Good read,"Birdie's husband has disappeared. After a search, it seems he's absconded with his employer's funds, disappearing with a girlfriend. Birdie's an alcoholic, and this pushes her over the edge. When her best friend Max helps her dry out, Birdie must then deal with her very angry young adult daughter.<br /><br />After college, Hannah is pregnant, won't tell the father, and is determined to start a new life on the west coast, as far away from her mother as possible. Hannah blames Birdie for the breakup, depriving Hannah of the loving relationship she had with her dad.<br /><br />This story is about both women moving on. It's fast-moving, if rough. Both women go from even-tempered to hysterical too fast, and Hannah's college roommates and ""friends"" turn hostile on a dime, without reason, so it's a little uneven. Also, the promising setting (Palmetto Island) doesn't play a big enough part. Still, it was an enjoyable read with a satisfying ending and enough remaining loose ends to pull you into the next in the series.",3.0,0,2021
"Unpopular opinion, I'm sure!","I thought the plot, the story line and relationships were intriguing. But, I perceived the dialogue as being stunted and too treacly for the most part. There also was no subtlety to the narrative, i.e. points were not only made but reiterated and, I felt, the reader clobbered over the head with them.<br /><br />In a nutshell, I believe that The Seven Husbands of Evelyn Hugo is a good book written poorly.",3.0,0,2021
"Aliens turn Earth into a video game, one man seems to be self-aware.  See his struggles.","Its an interesting idea in that the main character starts out as one of the few to understand that this world is unusual.  Of course he also has a great ""class"" with all sorts of special advantages as long as he is aware enough to use them.<br /><br />But while the main character does end up feeling OP, and the other human characters had me wondering when they all received their full frontal lobotomy; I found myself wanting to cheer for the main character.  he was endearing in an unusual way and a lot of fun to watch his occasional flailing around.<br /><br />Beyond that this is rather more boiler plate than well thought out and slowly building plot.  However, I definitely am still happy to have tried this tale.  So I give it a low 4 star.  It should have ended better, and the side characters felt very flat at times, but overall this is a solid effort.",4.0,1,2021
"Terrific, G-rated, contemporary romance","For the past two years, Zoey has been Gavin’s assistant and protégé in a marketing company, and the whole time, she has done her best to tamp down and conceal her highly unprofessional, intense, romantic attraction toward her infinitely desirable boss. Gavin is single, wealthy, and gorgeous, and as far as 23-year-old Zoey knows, he not only has no girlfriend, he almost never goes out on a date. Unfortunately, because he is her boss and, worse, is 20 years older than her at age 43, any possibility of romance between them is doomed from the start. On the plus side, Zoey has been completely successful at hiding her feelings for Gavin behind a blank, unemotional mask. But that hard-won achievement has earned her the snide nickname around the office as, the “robot.”<br /><br />Zoey has been contemplating for weeks turning in her resignation to escape the increasingly painful pangs of an unrequited adoration for Gavin that refuses to starve to death. Until the day that Gavin’s 60-something secretary gets terribly ill with a horrible flu, which induces temporary delirium due to a high fever, and Zoey and Gavin simultaneously show up at the woman’s house to check on her. A few days after that, Gavin comes down with the same devastating flu and, while in the midst of his own fevered delirium, desperately texts Zoey to come and help him. While nursing him back to health, the former, power-imbalance dynamic of their relationship flips on its head and, suddenly, a romantic connection, once so utterly impossible, careens into the realm of eminently plausible.<br /><br />I’m actually someone who has always purposely avoided romance novels with huge age differences. Prior to reading this novel, I had previously read only a handful of them during decades of romance reading. Even the late, great Georgette Heyer could not fully win me over in the several books she wrote with an 18-year age difference between a 17-year-old, naïve heroine and a world-weary, 35-year-old, noble hero. But in spite of that personal prejudice, because I had just read and greatly enjoyed the first book in this cute, G-rated, contemporary romance series, I leaped into reading this book. And I am so glad I took a chance on it.<br /><br />Zoey and Gavin are highly sympathetic characters whom I liked very much, both individually and as a couple. There are also a whole lot of wonderful, vividly drawn subcharacters in this book, most notably Gavin’s fantastic parents, whom I adored. In addition, the classic, “secret baby” trope so beloved in the romance genre is included in this novel with a compellingly unique twist—the secret baby does not belong to the heroine. It is a well done subplot that skillfully forwards the romance. It also frequently brought tears to my eyes, which is a remarkable feat in and of itself, considering what an extremely jaded romance reader I am.<br /><br />It is a challenging task for G-rated romance novelists to plausibly create a modern relationship between attractive, compelling protagonists, who have strong sexual chemistry but never make love, when religious conviction prohibiting “fornication” plays no part in the situation—which it does not in this book. But though there are no more than a few kisses in this whole book, because of the adroit way that this talented author has constructed the plot, it definitely made sense to me that these characters did not have sex before arriving at a the classic, committed, romance-novel HEA.<br /><br />All in all, I raced through this book, reading every word, which is an uncommon occurrence for me these days, and I am currently eagerly jumping into reading Book 3 in this delightful series, after devouring this book and Book 1.<br /><br />I rate this book as follows:<br /><br />Heroine: 5 stars<br />Hero: 5 stars<br />Subcharacters: 5 stars<br />Romance Plot: 5 stars<br />Secret Baby Plot: 5 stars<br />Writing: 5 stars<br />Overall: 5 stars",5.0,1,2021
Very interesting,"This book is very wordy and long winded like most others from that era.  It discusses unusual science and some philosophy that makes you think.  The most interesting part is about the trip to and inside the cave.  Oddly enough this cave is believed to be located in my home county in Kentucky and I’m pretty sure I located it.  There are many geographic landmarks mentioned that I can identify and others believe they have located it too.  That alone is fascinating but then you wonder at what point is this book true (since the cave trip details are so accurate) and which are fiction (there’s lots of strange and unbelievable but not impossible things that happen in the cave).  Overall, interesting and mysterious story.  It was popular in its heyday and worth reading today.",5.0,1,2021
Great advice even if you disagree with the premise,"The premise of this book is that the United States is headed for imminent fiscal collapse followed by utter chaos.  Therefore you should prepare now if you haven't already.  The author goes into detail about what currencies to invest in to maximize your financial assets when the US dollar is no longer viable.  He covers livings off-grid and having food and water stored for long-term use.  In fact, he lists in a 42 point checklist everything you need to do to prepare for the coming disaster.  The book is well researched and contains links to reference materials and websites.  The book could have been doom and gloom, but the information is presented in a helpful and hopeful tone.",4.0,1,2021
Lots of Exposition,This book was super creative but suffered from the characters explaining what was going on as opposed to just letting the reader learn.  This would be a good recommendation for someone who was new to reading epic fantasy.,2.0,0,2021
"54% in, and it's 95% shifter politics and not much else","The first seven or so books in the Anita Blake series were good. The law of diminishing returns definitely applies here.<br /><br />I'm bored, and done. The first half of the book is dry, dull, and I frankly don't care if they all perish in an epic battle. Although they'd probably just TALK about an upcoming battle, and analyze power positions. Way past caring.",1.0,0,2021
Bait and switch,"This is advertised as a book of Indian bread recipes. This is a lie. It's a general Indian cookbook without a lot of depth. About a fifth of it is concerned with breads. There are better, more in depth books on thesubject.",2.0,0,2021
I quit,"2 people wrote this:<br />First author wrote some excitement and action interrupted by the gods way too often. Second author wrote a day-in-the-badly-married-life that carried on for months and took just as long to read with little action at all, though far less divine interludes. These authors suffered from poor editing that actually improved as the gods appeared less. Third author has shown almost zero editing issues (outside bloat) and zero gods, but alongside pages and pages and pages of no action other than tons of talking, trudging and toiling, and suddenly becoming a smut book wherein we examine over and over the sexual activities and prowess of numerous folk. I can't take another 200+ pages of this. Sorry, but 1 star for an awesome cover and 1 star for a RBE alum - but I cannot recommend this to anyone.",2.0,0,2021
"Good book, but I don't agree with it.","I enjoyed reading the accounts of Martha, Lazarus, Simon and Mary. They were short stories I thought maybe the book could've been better if the stories were combined. But it is still a pretty good book.<br />The part I definitely don't agree with is Mary of Bethany being combined with Mary Magdalene. I did a lot of research after this book, which is why it has taken me so very long to review after reading. I did read all of the passages in the book from the Bible at the end of the book as well as more in depth in the Bible itself. I also did some extensive research into the 2 Mary's in the book All the Women of the Bible by Herbert Lockheart and others. Mary of Bethany and Mary Magdalene were in my opinion 2 totally different people in my opinion as well as the opinion of many other scholars (that of which I am not). However, for this book I guess it works, its the authors opinion to combine the 2 women, and also his freedom to do so. I don't think that freedom should've been taken, but it's his book not mine.<br />Its a pretty good read but I wish the 2 Mary's would've been left separate like they are in Biblical accounts.",3.0,0,2021
Mafia/daddy kink/ degrade,"This was an ok read. It isn’t really written the best. Somethings are inconsistent and one detail won’t match up a few pages later. Is it something I’ll remember or read again? Probably not.<br />-mafia story<br />-hot steamy bedroom scenes<br />-daddy kink (without any type of aftercare or sweetness)<br />-cold and cruel H<br />-degradation and borderline abuse moments<br />-being tied down<br />-H often punished h for speaking out of turn, saying no, asking questions.",3.0,0,2021
sweet clean romance,"I enjoyed this story overall. I liked both of the main characters and even the ""bad guy"" trying to stir up trouble wasn't really a bad human. And I think my favorite part was when his pined for love told him his faults to his face. I loved that he saw his problem through her words and made changes in himself and his life. Anyway, they aren't the main characters but it was an interesting side plot.<br /><br />Back to Lily and Jack. I had some frustration with them. I like that they both had failings they needed to overcome but was frustrated with the lack of communication that would have helped them along in that. Therefore, I blame Jack. So frustrated when we could read his thoughts but he was totally silent toward Lily. I think I'd have been far more harsh with him than she ever was. SAY SOMETHING! Don't just walk away. Grrrr. One doesn't have to be a big talker to communicate. Obviously his love language is service but she didn't understand that and he did nothing to help her get it. Just a simple, ""I did it because I care"" would have sufficed.<br /><br />Anyway, I enjoyed the book overall but think that it dragged a bit with some repetition of their laments. I loved the Jack saw her as the ideal woman while other people overlooked her. I was amused when he can't see why someone would choose anyone over her. That part was sweet. Now if he would just tell her.<br /><br />No sex, language or violence",4.0,1,2021
"OK read that I enjoyed, but just a few negative comments.","I really liked Piper from the start of the book. However, and since I’m an old white guy it may sound wrong, but please accept this the way I meant it. Piper is, intelligent, independent, smart, focused and making life work for herself, sort of.<br />And then she meets Aiden, and after roughly 1/2 the book, in my opinion, she loses focus for her life and the hormones kick in and all of a sudden her life revolves around Aiden. However his life seems to revolve around himself. And to me, Casey’s editor let her get lost. And as a writer Casey really needed to focus on where Piper started, not to where she evolved to. I will admit if Casey did what I suggested the story wouldn’t be the same. It may have been better or it may have been worse. It definitely would have been different. I just get so tired of young women with so much going for them throw it up in the air for HEA, and sex.<br />Anyway I did enjoy the story, even the mystery part of it. So if you can ignore my negative comments you should enjoy the book also.",2.0,0,2021
Hated the heroine,"Holy crap, is this heroine really supposed to be an actual functioning adult? Are we sure she’s not a 13 year old? I’ve never seen such an immature main character, and I definitely couldn’t root for her in any way. She pulls god awful pranks (giving someone glue instead of sunscreen is NOT funny), pulls everyone into her schemes no matter that they don’t want to be involved, and refuses to communicate, even with those that are supposedly important to her. She ends up realizing she’s selfish finally, but instead of growing, she becomes a self-destructive mess that just continues to hurt those around her. I finally stopped reading when she basically sabotages her relationship for no reason. In my head, I’m picturing Romeo moving on and finding someone who is actually worth his time and effort. Loved him, but it’s a DNF for me for the absolutely worthless Stella.",2.0,0,2021
"Our destiny hides among our free choices, disguised as the free-est of all. ~ Robert Brault","The original “Twist of Fate” is a creation of the not-so-very-good Reverend Collins and the not-so-very-good George Wickham.  Collins physically attacks Elizabeth Bennet when she refuses his proposal.  She escapes outdoors without her winter-wear and begins a journey to Meryton to speak to her father.  Weather is fated to be against her and she is met on the road by Mr. Darcy.  She eventually must accept Darcy’s help to her Aunt Phillips in Meryton where they are seen by Wickham and a maid who is currently his doxy.  Rumors spread through the village.<br /><br />A wedding is quickly accomplished, spoiled by an overheard conversation.  The marriage begins on a very bad footing.<br /><br />I loved a scene at Pemberley when Darcy returns after an absence of several days.<br /><br />Quote from the book: … the door opened and she made her entrance. And what an entrance it was. Darcy’s jaw dropped – literally – as he stared. She had chosen to give more than a little indication that she knew she was a married woman. Her beautiful hair was now covered with a matron’s cap – the most elaborate concoction that could ever be imagined. A starched, double-tiered structure of muslin and lace adorned with a profusion of ruffles which, he could scarce doubt, evinced her mother’s taste, or rather lack thereof. Moreover, he was absolutely certain that the highly conspicuous item had been deliberately chosen in order to make a point – and the look she cast him, along with her arched brow, only served to add the unnecessary confirmation.<br /><br />That's life — whichever way you turn, fate sticks out its foot to trip you. ~ Martin Goldsmith & Martin Mooney<br /><br />Fate Twists for other characters as well:  Jane’s and Lydia’s stories end very differently.  I loved both outcomes.<br /><br />SPOILER:  My only criticism concerns the odious Collins.  I would have liked some comeuppance.  In the words of the immortal Maud, (yes, I know, my age is showing), “God will get you for that.”  I am sure God did eventually get Mr. Collins for his treatment of Elizabeth but perhaps his Bishop could have got to him sooner.  Removal from the ranks of clergymen was in order.<br /><br />Elizabeth is proactive in solving the marital issues. She moves the couple on the way to HEA much more than Darcy, although that man does acknowledge the damage caused by his actions and resolves to improve the relationship.<br /><br />Joana Starnes’ books never disappoint me.  5 Stars for this one!<br /><br />Coincidence is God's way of remaining anonymous. ~ Charlotte Clemensen Taylor",5.0,1,2021
I love these books!,"I love these books. Amazon suggested them based on my reading history, and I am very happy they did - these books by Caimh McDonnell are entertaining and funny, but also serious crime stories featuring charming central characters who I can almost hear saying the very Irish dialogue. I’ve even cast real actors in the movie these books have created in my head, featuring Kelly McDonald and Donahl Gleason and his father, Brendan Gleason (as Paddy). (Hey Hollywood, do this!).  I’ve become a big fan of Caimh McDonnell. Highly recommend.",5.0,1,2021
Awkward and cheesy,"This couple was too young to relate to they talked and acted more like teenagers than adults, Alex's dialogue was like reading a movie trailer, Auzed was a brooding baby and I hate the way they were separated and brought back together very cliche. Some of the things that were described were very awkward, like if you really pictured what the author wrote it was very cheesy, which is sad because the first two books weren't that way. I skipped through most of the last couple of chapters epilogue was unnecessary.",2.0,0,2021
End of the line for me.,"I don’t care that the author wrote Ilium & Aodhan into a homosexual relationship. Quite frankly, I saw it coming a mile away.<br />What I cannot tolerate is when an author drags out a storyline and/or series, thus showing a lack of respect for the loyalty readers have shown and their time. (Some of us remember the agony that was Archangel’s Prophecy.)<br />Due to the fact that the reader is 80% of the way into the book before the lukewarm and shallow evolution of Ilium & Aodhan’s relationship, that leads me to believe:<br />a) This was only Part 1 of the development of their relationship and Singh is going to milk this for another book or three.<br />b) Singh just wrote this direction because fans requested it, but it was not how she originally planned Ilium & Aodhan. (I have seen this plot development suggested on forums.)<br />c) Singh has lost interest in the series and is just writing to fulfill a requirement before ending it.<br /><br />My anticipation for this story was high, but the book was such a disappointment that I didn’t even read the last chapter and I am finished with the series.",1.0,0,2021
Forgiveness is for you...,"When apologizing to someone you must realize that sincerity matters. You must mean it. You must also know that perception is reality, and just because you perceive things as good or bad doesn't make them either for someone else. Millie learns this as she navigates transitions in her life. A fun read with an ending that makes me want the next Millie and John book now.",4.0,1,2021
Absolutely a Must Read!!!,"What an amazing story.  Kevin Ikenberry has out done him self.  There's a lot going on in the 4 Horsemen Universe, and as the last book in the Rise of the Peacemakers we get a lot of answers we have been waiting for, answers to things we have suspected. We learn lots from the past and he brings all of this together in this amazing story, tying up some stories and starting new ones we have to look forward to.  This is not one to miss if you are following the huge 4HU story that's been going on.  We finally get to see Jessica Francis and all of her friends come together to go get Snowman. Truly an epic story.",5.0,1,2021
Wonderful book,"Per an Amazon recommendation I tried a free sample of this book and was immediately drawn into what became hours of reading pleasure. What started as a slightly convoluted love story soon became an intriguing, page turning, thrilling mystery filled with charming, lethal, outrageous, exceptional characters who's escapades will keep you guessing and turning the pages until the wee hours of the morning.  Once started you can't put it down. Kudos to Debbie  Baldwin for sharing her imagination and excellent storytelling abilities  with all the mystery loving readers out there.  Give this book a read and you too will be purchasing the next book in this series as I just did.",5.0,1,2021
A clever and suspenseful ride,"This author is someone I've checked out before and thought I'd look at again. Boy am I glad I did! And let me just say that this woman is the queen of cliffhangers! The story is full of suspense, action and intrigue and truly captured my interest the entire time. I'm glad I got the first few books to get started! #murdernotes #netgalley",4.0,1,2021
I don't know. ..,"The FMC...not gonna lie, you are gonna want to throat punch her like the whole time. She snap judges every friggin situation, whines, like a lot, and throws an amazing pity party. As much as she's supposed to be seen as the victim in some scenes, she leaves them being a b$%ch. I like her mate. Her roommate has protected her bit lying to her the whole time and she's mad on a scale of like 2. Her mate,  she is at an 11 almost every time he opens his mouth...just not sure I can follow through on this series. Almost put it down completely like 3 times.",3.0,0,2021
